text,rating
great buy ans will buy again,positive
I sent this to a friend as a gift for Mother's Day along with a hair styling tool. She loved it!!,positive
Get good results but doesn't last 6 weeks. Just like hair dye it depends on how fast the hair grows.,positive
"Veautiful, thick and very soft.  The color was as described. Wasn't expecting  this quality by any means for the low price, but I was mistaken, it's absolutely beautiful. I couldn't even begin to tell you how many people I've told about this, have ordered as well.  Highly recommend",positive
They were what I expected . Glue was not good,positive
"This vitamin C and lemon peel brightening cleanser does a great job of cleaning the skin very effectively.  Just to give you an idea, I have an oilier type T-Zone as well as dryer areas on my chin to give me a bit of a combination type skin. While I appreciate it how well this cleanser cleansed, I did find it very drying. I was in absolute need of a moisturizer, and serum after using it. I guess that wasn't that bad, considering that I always use serums and moisturizers anyways.  I certainly wouldn't be able to use this cleanser on its own, as a face wash and go type product. It really needs to be followed up with other skin care products. That being said it does cleanse extremely well, and has a very pleasant scent to it. Surely if you're somebody who has oilier skin, I think you would appreciate how well this will alleviate you of that issue either at the end of the day, or before the day gets started. If however, you are somebody who has a dryer type skin, you might be over exacerbating that issue with this cleanser. All in all, I think it depends on your skin type as to whether this is the cleanser for you. For my combination type skin, I liked it very much on my oily areas, but less so of course on the dryer spots I have around my chin.",positive
Poor product and it was only filled halfway,negative
I am so pleased with this blow dry comb. It is the first one that I  have had where the &#34;teeth&#34; have not broken off because of my daughters super thick hair. And it actually stays on the blow dryer so it makes the whole hair styling thing super fast and easy.,positive
Very good smell.  Can't beat the quanity.  Doesn't smell exactly like the calogne but compliments it well.  I keep it in the locker at the gym for washing after working out.,positive
All it is - a vibrating metal tip. Feels awful and did nothing.,negative
Someone took my leopard  shower  cap I only recieved  2 very upset,negative
"This is the best tanning lotion I have found! I love the ease of application and the color once it darkens. There are no orangy/oompa loompa undertones. A word of caution--the lotion is GREEN! I was worried I had a bad batch or something when I first opened it but it is supposed to be this way. I apply it with a black velor/velvet type mitt and I have never once had a streak. Here is the step-by-step foolproof way to get a nice, even and natural looking tan:<br /><br />1. Shower and exfoliate everywhere, especially elbows, ankles, knees. I use a facial exfoliator and then I just use those exfoliator gloves for my body because if you use something with oils in it like a body scrub the lotion won't penetrate as well.<br />2. Dry off completely. Pull hair up/away from face. Apply regular lotion generously to feet, knees and elbows. Then start applying the tanning lotion with the mitt. I start from the legs and work my way up. Calves--&#62;thighs/butt--&#62;stomach/sides/what you can reach of your back--&#62;arms--&#62;chest--&#62;neck--&#62;face.<br />3. Run the mitt with leftover lotion on it over the tops of your feet and backs of hands.<br />4. Use black latex-free gloves to rub in some regular lotion over your feet/ankles until absorbed. I also apply a little regular lotion to my wrists so there is not a line. You can use the black gloves to also apply sunscreen or other face lotion if you need to.<br />5. Let dry completely before dressing. This lotion is awesome because it hardly rubs off on your clothes, and any that does get on clothes will wash out in the wash. Just make sure you rinse your body off (after it's been on your body for several hours and tan is set) before exercising or you'll sweat it off onto your clothes!<br /><br />I have never used a better tanning lotion, and the price point is amazing!",positive
My hair feels silky and looks great. I use it everyday!,positive
Works great,positive
I purchase my face wash in bulk because it’s easier. These work perfect for that and really haven’t had any issues.,positive
They came broken.  So disappointed.,negative
Love the scent and the way my hands feel after using it.,positive
works great!,positive
"The body wash is amazing, I've used it before. The lotion didn't smell the same, and I didn't particularly like it.",neutral
"UPDATE: tried replacing the blade for the first time. as I don’t shave very often, it’s been a few months since trying to open the blade holder. The screw that holds the unit together break clean in half. DONT BUY THIS.<br /><br />Pretty good unit. The only issue I had with this product was the installation of the razor was not clever as more expensive units. Removal of the handle was a bit rough and not designed like some more expensive safety razor. For the price you can't beat the quality of material. The razor handle felt hefty and the knurling has a good feel in the hand.",negative
My daughter is happy! She loves doing nails and we were all polished out so I ordered this for her and now she can do nails all day!,positive
Beautiful quality! Soft and looks stunning!,positive
easy to use.,positive
I just love love love these cotton hair towels! I have used other brands that are not cotton! These really absorb the water well! This is my 3rd order purchasing them and my daughters love them too and keep taking mine!,positive
"Horrible,  before ordering this product,  please read all of the negative reviews.  I agree with all of them.  Horrible formula,  chrome disappears after you put top coat,  and it peels in less than 7hrs.  Don't buy!!!!!",negative
"I give this product 4 stars,<br /><br />1) The nail polishes came sooner than I expected within 5 days  :)<br /><br />2) The ( Matte ) color comes in handy for nail designs<br /><br />3) The package was wrapped with a large protective bubble wrap<br /><br />4) It comes with one free pair of orange colored rose earrings<br /><br />There's only one star missing on this product rating only because I was expecting for the black metallic nail polish to be only a pure black color only in which I should have paid a little more attention  :/  . Instead the black polish came with sparkles in it, I guess I'll have to look for another matte color somewhere else. Here is the actually image of the product I uploaded myself.",positive
had this for a week and it rip within a week not strong at alllll.,negative
"Even when you follow the instructions (wash the area, apply a thick layer, wait less than 15 minutes, ""jump in a lukewarm shower"", remove gently with a washcloth) it doesn't work as expected.<br /><br />I tried it first in my chest, and even when I'm not a hairy guy I decided to trim it down with scissors. In my first session I left it for 10 minutes and it did a pretty mediocre job, so I reapplied it and waited for 15 minutes more. To make the story short, I ended up shaving with my razor because, in addition, the areas where it worked where not smooth, instead they felt like on the third day after shaving.<br />In a second session two weeks after the first (and with a lot less hair) I left it for 20 minutes and the story repeated.<br />If you consider that to get the foretold results I ended up rubbing it hard with the washcloth, I don't want to imagine what would happen when applied to ""my pair"".<br /><br />Some months after, I decided to finish the product applying it to my glutes. This time it worked fine, but only after I waited ONE HOUR and scrubed with a back scrub brush.<br /><br />The only PLUS is the ""Calm balm"". It feels great and really sooths your skin.",negative
"[[VIDEOID:168790ae868bc9e7f65f8fb844b83f84]] Just by placing each bundle at the nape of my neck the hair is pretty long for it to be just 22’20’18 inches of hair. It’s soft, silky, shiny hair. It looks a bit darker than a natural hair color but it feels and looks like good quality hair must BUY<br />Update: the hair was able to reach this pretty red without any bleach being used on it, I get compliments everyday. I had hair left over after I quick weaved my half and half half hair style, curls are pretty and last . I’ve had this hair for a week and shedding is minimal",positive
It's itchy!  Do if you don't wash your crochet hair prior like me then I wouldn't recommend.  It tangles easily. However it's nice and lightweight.  It comes with enough for a full head and it was affordable. Didn't have a weird smell either.,neutral
"Comes in two different sizes, one is medium size, the other is extra small.. extremely easy to break and I was very careful, it barely even bends at all-<br />Waste of money, don't buy",negative
"These look just like the picture, I love them! They seem pretty durable (I've dropped them a time or 2). Very happy with this purchase.",positive
"I got so many compliments on the color and how soft it felt! I definitely made feel a spicy type of way 😜<br />If I could say anything, the bangs were long and cut them to better fit my face. But 10/10",positive
"Great quality for the price, way nicer than I expected. I have a Minerva classic black plastic shampoo bowl and it made it look so much nicer than those crappy black plastic hoses that will spray you and your client in the face if you don't grab it first before you turn it on.<br />I own a salon studio and don't have a sink, so now I can rinse out my color bowls so much easier and with less time without getting color all over my hands and the shampoo bowl nozzle.<br />Water pressure is a little less than anticipated but it works great. I can rinse color just fine and the sprayer option doesn't spray people in the face!<br />Completely worth the $40.",positive
So no difference!,negative
Great brush for blowdrying and curling my hair.  Good barrel size and I love the natural boar bristles as opposed to plastic bristles that cause too much static.  Good product for the price.,positive
I did not see a significant difference in using this product. It took a couple of layers in order to get the nice color I wanted. And after that it took forever to dry because I had to do multiple layers to achieve the color I wanted. Overall I don't think it's worth the price.,negative
Very nicely made.  Love it.,positive
Arrived on time and is super cute!,positive
Amazing suction,positive
I love it.,positive
I love it..love the glitter and it shows exacatly what the picture is.,positive
Great product,positive
Maybe my arms are too skinny or something but these don’t stay up. The material is thin. If you are going to where them for only 30 minutes they may be ok but I need them to stay in place all day.,neutral
"They work ok, lots of them screw on crooked and I had a couple customers bring theirs back cause it wouldn’t spray or it sprayed but also dripped while spraying.",negative
pretty good,positive
Too blue,neutral
"I have been sanding my feet forever and using all sorts of foot creams which generally works however I spent quite a while in Mexico (beaches, YAY~ ) and my feet built up large callus'.....gotta get rid of them! Ordered the Foot Scrubber and it is working very well.  Yes, it works just like a cheese grater.  Make sure your feet have soaked before using and you will get instant satisfying results (I use mine just before I get out of the bathtub......  for the price and the way it grates, this is a GREAT buy (see what I did there...ha ha ) but really just buy it, you won't regret it.",positive
Love the lashes good price look amazing,positive
[[VIDEOID:86db888f7160ff04ee7df85e006b600f]] messy!,negative
"Me gustaron mucho, pero no les doy 5 estrellas porque todas son del mismo tamaño y decían que tienen varios tamaños y estilos",positive
HORRIBLE,negative
really really gross smelling . I don't understand how it's even possible for a brush to smell so badly.,negative
Only lip balm my 16 year old son will use.  It’s fantastic. I like it as well.,positive
Bought this long handled loofah for my husband and he loves it.  His only complaint is that the handle could be an inch longer.  He's tall and has a hard time reaching the middle of his back.,positive
Makes cleaning brushes so eazy!,positive
"I love this kit. Easy to assemble, easy to use and easy to take anywhere. It's like having my own mini beauty salon in my living room. I haven't stopped using it since I got it. It works great. Worth the buy.",positive
Absolutely love this product fragrance. The soap lady’s a long time. The rub is very strong and has a bit of a greasy feel but works great.,positive
Leaks from base of unit do not replace,negative
Beautiful bright summer color! Consistency is thick so a little goes a long way!!,positive
Great quality,positive
Was a lot larger than I expected.  I got it for my daughter but she didn't like it.,negative
"very small, more of a makeup brush. it’s a cheap quality brush not good at all",negative
Best toothpaste ever,positive
Is good in summer for mosquitos bits,positive
Have used/loved these for YEARS.  Best scrubbing you'll ever get.,positive
"This works but not as well as I had expected, yes it easer to shave the longer hairs, but the truth be told to get that really close shave I actually have to revert back to my old one after using this.",neutral
I was skeptical on these but the buy was totally worth it !,positive
It has not done anything for my dry skin issue. I have to moisturize my skin daily or I have visible peeling. Initially it cause a major acne breakout but eventually that faded after 2 months and my skin has never been this clear in years. But I still put lotion on top of this serum which is Neutrogena Rapid Clear daily defense that I have been using for years. I think the serum makes the lotion absorb better but that's only my opinion.,positive
Love this lotion not too heavy or greasy will not create that fluid log feeling in your legs that most lotions create,positive
A little pricy but quality product to say the least,positive
This was an excellent choice for a 4 year old who likes unicorns and rainbows. She is a birthday day Queen and even gets to wear it on days she is really good for Mom when they go somewhere. Not everything has to bling to be loved.<br />Perfect gift.,positive
It's very nice it works well it is as it was described on the site goodbye again,positive
"I love how soft, fluffy, dramatic the lashes look on me! ♥️",positive
"The hairline is nice and somewhat pre plucked.  There are some spots where the purple knots show through. There is no part, however..and not much of a way to make one as the lace doesn't go back very far at all as opposed to the reference pictures. The wefts are randomly placed so it's hard to cover them when styling, and the wig is more of a brown purple then what's in the picture as well. It tangles a lot and the hairs fall out everywhere so brush it first. Its going to take some work but I think I can get it presentable",negative
Had purchased this and when I applied I can tell you it was not the same color as I have had before from the nail salon.,negative
"Hated this, waste of money.... didn't fit on hair dryer after one use. Already in the garbage.",negative
"Nice warm and spicy scent, not too strong",positive
This is not like the heavy..greasy cold cream I remember!  This is like a lotion..goes on so cool and is so gentle to sensitive skin.  Removes all makeup with just a small amount.  I love it!<br />Could be a larger jar....like I got in a retail store but it will last a long time I’m sure.,positive
As an artist I love brushes. This was my frist professional make up brush set and I love it! Brushes are well made and the case is awesome at keeping them in place!,positive
"I love this case. I have a ton of makeup and it fits more than I expected. The inside trays open easily and I love that they are plain black velvety material. So many cases have cheesy writing and typography on the inside! It is beautiful to look at as well. I purchased the Rose Gold case, and it looks more like a copper in person. It even comes with little keys so you can lock it. Get this case! It's lovely.",positive
"Due to the pandemic we have to sanitize everything that include cell phone,food,keys, and something else when we get home. i’ve been used the lysol disinfectant spray and wipes since our county have the first confirmed case. it’s been couple months and now the spray and wipes are out. Fortunately my friend told me about this disinfection cabinet and i’ve been used about couple weeks so far so good. It also save me a lot of money from the mask and the sanitation. the price is reasonable and i will recommend my friends to get one too.",positive
"Liked it at first, but later found it too sweet and cloying..will use it as bathroom spray...maybe ok for women..not for men",negative
I love this product. I put it in a pump and use it for frequent hand washing. Doesn't dry my skin.,positive
"Not impressed, could be the polish but I sent everything back. Chipped in a day and after the 2nd application my nails were shot!",negative
"I use both these and the smiley stars by Garage Sale Pup on student papers. I work with both elementary and high school students. They all love them. Paw prints are our district symbol for our Marauder mascot (looks like a panther), so these are perfect. I also use these to decorate thank you cards I make for our favorite shelter. I donated a package for them to use as well. Lastly, I use them to perk up my Etsy orders: on my business cards, the outside of bubble mailers, and the plastic baggies for small items. Garage Sale Pup, PLEASE add smiley hearts to your inventory too!",positive
"I have dry, medium coarse, long hair.  Many conditioners just don't seem to 'condition' and leave my hair difficult to comb/brush through after showering.  I've tried so many ... Bed Head, KPak, Biolage, etc. and none seem to really work - always have to resort to a leave-in product of some sort.  Well, this product is amazing!  Soooo pleased.  Will definitely buy again and would recommend for light-weight, silky-feeling hair.",positive
I actually bought this in the brand's variety pack. They are all great but this one stands out in my opinion. It feels amazing on and my skin feels great after I take it off.,positive
This product works really good. If you have soft skin you can't use it every day.,positive
"This makes my skin very soft, quick shipping",positive
Great hair and great value.,positive
These head wraps are EVERYTHING!! They are versatile and stylish. Buying in different color options.,positive
"I have literally worn this all day, accidentally slept in it, and it STILL is great the next morning for eyebrows etc. If you're like me and don't want to spend $$$ on makeup/skincare that might not actually work, know that THIS DOES WORK. AND IT DOES STAY.",positive
"If you’re on the fence, do it! It’s high quality. I’ve never owned a wig but this is great! I can run my fingers through it without hair falling out. My friends all thought it was my real hair too lol. This came with a bald cap but I’m wearing it with a MainBasics velvet headband. I’ll have to get used to a wig but so far so good!",positive
[[VIDEOID:303ff803aa81ac2db3684fdbc5bfa306]] Now this wig I was scared to buy but when it came it was so pretty blonde I didn’t want to dye it. The hair is exactly as displayed and it took the color amazingly,positive
Ripped out my hair from the ROOTS when I tried to remove them.  I'm not exaggerating.  Use at risk !,negative
Amazing price great features,positive
Very cute and soft,positive
I USE THIS DAILY. LOVE THEM. EVERYONE IN MY HOUSE USE THEM NOW.,positive
Great for buns and pony tales while you work out. Holds hair in place all day,positive
"Easy to put together, so far it is very comfortable, exactly what I was looking for.",positive
worked as stated. although still working on how to replace the razor.,neutral
I order it for my mother and she love it she said she need more,positive
I travel a lot and needed something to straighten my bangs. It surprised me at how well it worked. I could do my whole head easily and it curls wonderfully too.,positive
I was very disappointed in this product. The amount of product is miniscule; the packaging is easily ten times the size of the product it contains. The amount of product - for $19! - is only very slightly more that is shown in the advertisement photo. Buyer beware!,negative
"I give this Sweet Citrus natural deodorant a solid 5. I've tried many natural deodorants and haven’t found one that is right for me until now.  A bit on the higher side price wise, but you get what you pay for. Going to be reordering again soon.",positive
Awful!!!!!  Amazon please review this product. It should no be sold.  Too thin and you can't close at the neck.  It is not waterproof. A total waist of my money.,negative
"Did not help diminish acne, smell was too overpowering for day time use and was drying for my skin.",negative
The serum is good smell very good work fantastic,negative
Sometimes you need a less scented alternative if you are around scent sensitive individuals. I still need to shave and glide performance plus moisturizer works well for me.,positive
No tiene mucho cabello pero luce muy bien y no se ve brillante para disfraz se ve súper bien ..,positive
It's very pretty and sturdy. I gave it a 4 star because it's heavy and the main part of it is all metal. It bendable so it can mold. It fell forward and hit me on the nose leaving a bruise. It's very pretty if you have hair that can hold it in place.,positive
"Soft, comfortable, they don't slide around, pretty patterns.  I love them!!  I want more",positive
"it's pretty dramatic for them being wispies, and extremely long. However, I didnt know the difference in length so that's on me, but whoever said they fit with glasses is absolutely lying. I tried trimming them, but obviously it did not go well. If you're looking for a more natural look to ease your way into lashes, I wouldn't say these are the ones for you, but if you just wanna go for it, these are great.",positive
This is by far the best hair T-shirt towel for fine wavy to curly hair. I wish they were still available.  I was lucky enough to buy two and not only have they lasted but they minimize all frizz. Live these towels!!!!,positive
Love the size but after using it twice so many of the bristles came out :(,neutral
I bought it for my 14 year old Niece for Christmas and now I'm the best  Aunt ever!!!! Lol. Great gift for teens,positive
Really cute! Just a little too sharp on the end.,neutral
"I’m not a fan of sticky, pasty gloss and this is both!<br />I’m returning, I can not recommend..",negative
Perfect! The tropez tone was just right for my caramel skin tone,positive
"I was excited to receive this product. When I opened the box there was a cute little note about the importance of quality, so I honesty thought it was going to be a decent product. The problem is, there was no tip to the eyebrow pencil. Can’t really color in brows with no tip. Very disappointed",negative
One of the best investments I've made in a while!,positive
Hair is awful I had it installed one day and it burned and frayed at the ends from the flat Iron as if it was plastic. Don't believe the lies!!!!,negative
I like this contour brush. It is soft and flexible not hard at all. Love how it contours my face. Great brush!,positive
I loved it!,positive
Followed Instructions. Left in for 2 hours and it did absolutely nothing to my hair.,negative
light weight i love it,positive
"They all smell heavenly, are pocket size, and last me forever. A little goes a long way!",positive
perfect for small samples,positive
"I like these! I will buy again! Good value for the money! My sonicare toothbrushes  are double the cost,!",positive
"bad product. to see the whole screen, it seems to have 5 strands of hair. did not like . already bought cheaper and it was 100%. devastated with the purchase, because today I'm going back to Brazil and I'll note the time to buy another.",negative
Love this product!!  Great fast delivery.  Very pleased,positive
Love it,positive
Position not to my satisfaction,negative
Very pleased with this product. Item is as described. No smell. True to length. I ordered Fri received Sun and installed Sun night. Hair is very light weight. Curls do tangle but once you run your finger throught it untangle and your good to go. I order ed 9 packs and only used 7.u,positive
This LA Girl Concealer is fabulous! Great coverage& can stand up to any of the other expensive name brand out there!!!,positive
"Beautiful colors, good quality",positive
Does not have dipoles so only turns in one direction,negative
My cats love it.,positive
"These seem well built, with thick 18-8 stainless and should last a very long time. That being said, the action on 2/3 scoops (#8 and #16) hangs up - it seems the wiper is not fully rounded and as such the shaft sprocket is too far down the cutouts in the thumb gear. Hopefully they will break in over time.",negative
I have oily skin and use these for my face washing routine!  Excellent product that I have repurchased at least 5 times!,positive
Sorry but these shears were not sharp at all. The section of hair I went to cut with them folded. The thinning/texturizing shear had an inconsistent pattern with the teeth. For the price I thought about paying to have them sharpened but I'm returning them. I need to spend more to have a quality shear.,negative
cheap product..broke on 1st usage,negative
I love these I keep them everywhere they are perfect to throw my hair up in a bun,positive
A lot more space than I thought. Perfect for traveling or everyday use!,positive
It's very comfortable and breathable it is on the thinner side but that's ok love it,positive
Good sturdy comb,positive
"It is large, roomy, and easy to open.  My granddaughter loved the color (she is 15).  Great case.",positive
"Only bc I had to give it one star!! Finally opened my steamer to use it for my client in the morning, and it's missing the handle for the steam to come out!!!!!!!! DO NOT BUY THIS!!!",negative
It came BUSTED. One was open and all glitter had been dipped out. The head to my brush is broken as well.,negative
These are pretty nails. Always got compliments on them but the paint scratches off fast. I bought this item 3 times just to replace the chipped polish nails.,neutral
"It’s nice. It works. A brush piece was missing on 2 of the items. They still work fine, but aren’t perfect.",positive
Looks just like the picture. Got them for my daughter — she LOVES them!,positive
"I really like the lip scrub. It works well but the smell and taste are terrible for me. However, I’m very sensitive to smell and taste.",positive
Really love everything about this lotion. The smell is pleasant and not overpowering. It doesn't leave your skin feeling oily. It moisturizes my skin very well. Do yourself a favor though and get a bottle spatula because the pump doesn't reach the bottom. You'd be missing out on a good 1/8th of the lotion and it's too thick to flip upside down and tap into your hand.,positive
These are fun but more importantly they keep my hair out of eyes. Lots of compliments.,positive
"I've purchased a lot of Marley hair in this particular color (T27) over the years from different vendors, and this one is one of my least favorite. It appears to be very shiny -- as if someone dipped some of the strands in some sort of glittery liquid. It has that shiny, Party City wig look to it. I honestly have to Google how to reduce that ""shiny"" look.<br /><br />I prefer my Marley hair to look a little more ""opaque.""<br /><br />On the plus side, there's ample hair among the four packs that should complete your hairstyle and then some.",neutral
Wanted to believe that this would work for my frizzie but I guess it was too good to be true :(,negative
Refreshing,positive
Looks cute & they're comfy. Didn't move all day,positive
"The mirror is big, it's a perfect size considering its about a whole face in a single compact. It's lived a hard life in my purse and survived, and the colors are so rich and pigment dense, the blush is the most incredible thing and perfect color for my complexion (red head) and the highlight and contour are soft enough for me.",positive
Works instantly,positive
i like those bottles from segbeauty for my face and hair and the desing very beautyfull<br />they have a fine mist,positive
The sender was very fast.  The product does not disappoint.  At least not much.  It is definitely the prettiest shower cap I have ever had.  It is very well made.  It is a bit small for my long hair.  And I am hoping the elastic stretches out a bit.  Overall I am very pleased.,positive
"This hair is NOT 100% human. The looks like hair from a baby doll and has that synthetic shine. The chemical smell is strong. I will not purchase again.<br />*** I wrote the above earlier this week, but I  worked on the wig and  it looks a little better. I soaked the wig in condition for a few hours to help with the smell and the curl pattern looks better. I will be giving the wig to a family member who wears synthetic wigs.",negative
"Not long enough. Otherwise, ok.",neutral
Very soft and lightweight...looks very realistic and a great bargain...I was reluctant to buy it but so glad I did,positive
probably the best dotting/paint set i've ever had - really love it,positive
"Perfect for my project. The brown color was just as I expected, and it arrived perfectly in a plastic tube.",positive
"Purchased for my daughter in law as a gift. She requested , said it helps relieve headache and puffy face and eyes. Unique little thing. Arrived on time box was a little crushed worried it would be broken but it was ok.",positive
I love how much is included in this little package! Easily fits in a purse or the overnight bag.,positive
"The product is great, but you only receive one bottle not two as the description leads you to believe! Must read the fine print or be shocked when you open the box. You get one for the price of two.",negative
exactly what I wanted!! :))),positive
To heavy to travel with and to hold,negative
"[[VIDEOID:7a1e8876d1b47a4076bd843231fac883]] So I bought this hair a few weeks ago, and although the color is amazing, the hair tangles really easily (and I mean REALLY easily). I would recommend this for photo shoots, but I would not wear it all day. It would get matted to easily. I will say that the wig is thick and full though.",negative
I bought this for my gf. She freaked out saying how good it was and high quality makeup,positive
"I love that this is so compact that it won't take up the space on the bathroom counter! It's very light weight and heats up quickly. I haven't traveled with it yet, but I definately will take it with me when I go on a trip next time.",positive
This palette makes me so happy because when I was younger I use to love CandyLand and always made me so happy when I played it. So when I heard ColourPop did an collection with CandyLand it made me sad when I couldn’t find it but when I found it on Amazon it was a dream come true. I love this palette and so simple but yet again as bright colors,positive
Didn't really show up like I expected.,neutral
"This is perfect for travel, compartments are adequate. Only downfall is the zip wasnot zipping properly but it soon worked out!<br />A great buy for the price",neutral
"Please don't waste your money buying this hair! Super bad quality! Over process, as soon as you wash it , it turns like gum!!! 👎🏼👎🏼👎🏼",negative
"Like flavor and smell. Yes, it works well too.",positive
"Clasp is broken, ordered 8 different ones and all the clasps were broken. Going to put new ones on, I do love there products otherwise.",neutral
"Long lasting, great color.",positive
"Works very well. My hairstylist noticed a difference in my hair, but I am not fond of the fragrance, a bit too ""perfumey"" or drugstore perfume scented for me.",neutral
Great price ..great product..fast shipping,positive
A little bit bigger than the slap brand. Still a good product. Bought one for my bestie too.,positive
Love how the product feels on the lashes and bottle is secure to protect product.,positive
"Both my boyfriend and I use this after we get out of the shower, and it goes on smooth and leaves your skin feeling super soft. It has a nice light scent too, nothing overpowering by any means. It does leave your skin a touch flushed when you first put it on, but that's only because of the acids in the cream, doesn't have any burning sensation though. Goes on great under makeup and great for daily use! One jar lasts us both a while, great value for the amount and quality!",positive
Nice & dramatic,positive
"I'm only giving it 4 stars because even though the highlighter itself is beautiful, the rainbow brush that was supposed to be included, didn't come. This was disappointing. One of the main reasons that I chose this highlighter over the many others on Amazon was because of the cute little rainbow brush. I contacted Amazon, and customer service was amazing as usual. They are sending me an Amazon gc (total cost of item) and told me to keep the product! The highlighter is gorgeous! Beautiful, highly pigmented color with shimmer. Use each color alone or as many as you like. You just need to apply a small amount to have you glowing!! Love it and would definitely recommend this. Just WITH the brush!",positive
It ok does it lather up that well,negative
Was excited to try these out<br />But they didn’t work like I had hoped didn’t curl my daughters hair at all an she slept in them :(,negative
Is extremely tight and your head start to sweet holes are to small it was pulling my hair so bad I had to trough them away useless. Don’t buy.,negative
"So I just got the hair today shipping was very fast (prime member) hair feels very soft, no shedding when I run my fingers through it,and has a very very very light smell (nothing alarming). Once I install the hair I will do a update.",positive
The short cuticle is very good. The kit has everything that you need for your nails and lashes. Also the face too. It is nice!,positive
"Great dog brush, works great with my Dyson systems.",positive
Absolutely beautiful ! The color is rich and it stays on for a long time.,positive
"This product works great, totally eased in my next size dead stretching effortlessly. Smells great, totally prevents dryness which is a problem for me that is resolved easily with daily use.",positive
"Good quality, good deal",positive
I love this product .. it’s very soft,positive
"It is not organic , it's made in china, left my hair dry ... returning .",negative
I like it . My eye lashes look longer,positive
I use these as a means of treating during training.<br />I fill with Kong brand spray and it makes it easy and mess free!,positive
Works good,positive
Does the job,positive
"Not too tight or bulky or thick. Perfect, lightweight headband that stays in place during my long runs in the winter.",positive
Was hoping this was close to the original scent but it really isn’t. Should have went with something else.,negative
"I only wear light pink nail polish and out of all the light pink I have, this will forever be my go to.",positive
For the price these are great!,positive
"This is the third hyaluronic acid serum I have tried. I used a pretty popular brand for six months and was about to give up and stop wasting my money. I received Elleda Hyaluronic acid serum today, and used it for the first time this evening. It is incredible. It has done more for my face in one night than the other brand that I used for 6 months. My face is soft, smooth, and bright. I can't wait to see what 2 weeks brings. Aging is particularly rough on women and we can get sucked in by so many false promises of looking younger. I shiver when I think of all the money I 've spent. This product is a little pricey, but it is already worth it. I'm satisfied.",positive
Cute ears but I ordered red and not with the shiny fuzzy ears,negative
"Beautiful wig, no problems.  I have bought it twice already, and will buy again.  Great color.",positive
I like this product because it's gentle and my hair and scalp feel really clean. My skin doesn't break out either.,positive
"It's literally just glue. It smells like glue and it smell awful. Don't get it if you got glue at home and a paint brush, just use that.",negative
Very convenient to put in my wallet but not as strong as Johnson & Johnson.,positive
I love the soft clean smell of this parfum!,positive
Sparkle finger.,positive
"first time ever pierced anything, did earlobe, did it at home, by my self, sterilized everything, was super easy, no bleeding, no infection...good deal, healing super quick!!",positive
All I use now!,positive
"The hair itself was awesome.. minimal shedding.. nice wavy texture when wet.. straightened easily..it was super long for 12 inches.. hit me past my shoulder .. I cut it eventually but I had some issues with the closure .. it was hard to tame, shed a lot and started to thin out pretty quickly... but I would order this hair again..probably have it made into a wig next time",positive
This product is perfectly fit for my Airpod Pro .... love it.,positive
Grandson loves them,positive
These are very stretchy and soft hair ties but they are a one time use. If you wrap them three times around your hair they over stretch.,negative
"My boyfriend retired a much loved Salux cloth from cleaning his body and uses it to clean his tub and tiles now—they can be cut into smaller cleaning rags for clearing away soap scum. Great for smooth skin too, of course.",positive
Just very messy purple that unfortunately didn’t do the job! They one I buy at Walmart for 7$ works better,negative
"First time using any thing from oz naturals but so far I'm loving it<br />feels great on my skin and so far is making many of the very faint lines go away<br />this product is a great product so far<br />I can't wait till see how It makes my skin look with a few months use<br />this is only product I will buy again and again<br /><br />Ingredients include: Organic Herbal Infusion, Organic Aloe Barbadensis Leaf (Aloe), Cassia Angustifolia Seed Polysaccharide (botanical hyaluronic acid), HamamelisVirginiana (Witch Hazel), Pentylene Glycol, Phospholipids, Retinol, Polysorbate 20, Potassium Phosphate, Hydroxyethyl Cellulose, Carrageenan Gum, Organic SimmondsiaChinensis (Jojoba Oil), TriticumVulgare (Wheat Germ Oil), Tocopheryl Acetate (Vitamin E), Organic Camellia Sinensis (Green Tea), WildcraftedResinaPropoli (Propolis), Sodium Benzoate, Potassium Sorbate, Ethyl Hexyl Glycerin.<br /><br />Disclosure: I received a free product sample to facilitate my review, however the opinions expressed are my own.",positive
"I love these lashes. Ive tried a few different brands and they are either to full for everyday wear or look very poor. These lashes are AWESOME. They are just right for everyday wear, not just going out at night or getting glammed up. I wear them almost every day with and without full makeup and they dont look fake. My friends all have asked how I got my lashes so long because they thought they were real. As long as you take care when taking off your makeup you can wear them multiple times. 100%will buy again!",positive
Great price for the amount you get and Can easily hold down my thick hair. Will definitely be purchasing more,positive
"These shaker cups are lightweight so can be taken anywhere. They are also easy to be used and cleaned daily around the house for your shake needs. They have a long life. They have become my favorite, so the couple shaker cups I have needed to replace for whatever reason, I have not hesitated to replace them with the Herbalife Shake Shaker.",positive
Not too plumpy.,neutral
I love them They are easy to apply and hold the hair pieces very well and for extended periods of  time.,positive
Hair is true to length and very nice and full<br />I was recommended by my cousin and I was not disappointed I love the bundles I would reorder again. No shedding easy to detangle and easy on heat I also did a jet black rinse and it’s still long last,positive
"I like the product , for its design , long handle I would've given them 5 stars if they had option for supper soft bristles . My kids tolerate it better than other regular brands. but still find it hard .",positive
